,scaffold,scaffold_fold
2353,c1ccccc1,1
2354,O=C(CCCNCCOC(=O)NCC1CCCCC1)Nc1ccc(N=Nc2ccccc2)cc1,7
2355,O=C(C=Cc1ccccc1)OCCNc1ccc(N=Nc2ccccc2)cc1,6
2356,O=C(Nc1ccccc1)OCCNc1ccc(-c2cc(=O)c2=O)cc1,3
2357,O=C(Nc1ccc(Cc2ccccc2)cc1)OCCNc1ccccc1,6
2358,O=C(OCCNc1ccccc1)c1ccccc1,6
2359,O=C1NC(=S)SC1=CC=C1SC(=S)NC1=O,5
2360,O=C1NC(=S)SC1=CCCCC=C1SC(=S)NC1=O,9
2361,,0
2362,,0
2363,,0
2364,,0
2365,,0
2366,,0
2367,,0
2368,,0
2369,,0
2370,,0
2371,,0
2372,c1ccccc1,1
2373,c1ccccc1,1
2374,c1ccccc1,1
2375,c1ccsc1,6
2376,,0
2377,c1ccccc1,1
2378,c1ccccc1,1
2379,c1ccsc1,6
2380,c1ccsc1,6
2381,,0
2382,,0
2383,,0
2384,,0
2385,C1=CC2CCC1C2,9
2386,C1=CC2CCC1C2,9
2387,C1CCCCC1,4
2388,,0
2389,,0
2390,,0
2391,,0
2392,,0
2393,,0
2394,,0
2395,,0
2396,,0
2397,,0
2398,,0
2399,,0
2400,,0
2401,,0
2402,c1ccc(Cc2ccccc2)cc1,2
2403,c1ccccc1,1
2404,c1ccccc1,1
2405,C1CCCCC1,4
2406,,0
2407,,0
2408,,0
2409,,0
2410,,0
2411,,0
2412,,0
2413,,0
2414,,0
2415,,0
2416,c1ccccc1,1
2417,c1ccc(-c2ccccc2)cc1,8
2418,c1ccc(Cc2ccccc2)cc1,2
2419,c1ccccc1,1
2420,c1ccccc1,1
2421,c1ccc2ccccc2c1,9
2422,c1ccc2c(c1)CC2,6
2423,c1ccccc1,1
2424,c1ccccc1,1
2425,c1ccccc1,1
2426,c1ccc(C2CCc3ccccc32)cc1,8
2427,O=C(CCCCCCCC(=O)Nc1ccccc1)Nc1ccccc1,9
2428,c1ccccc1,1
2429,c1ccccc1,1
2430,c1ccc2ccccc2c1,9
2431,c1ccccc1,1
2432,c1ccccc1,1
2433,c1ccccc1,1
2434,c1ccccc1,1
2435,,0
2436,,0
2437,,0
2438,,0
2439,,0
2440,,0
2441,,0
2442,,0
2443,,0
2444,,0
2445,,0
2446,c1ccccc1,1
2447,c1ccccc1,1
2448,c1ccccc1,1
2449,,0
2450,,0
2451,,0
2452,,0
2453,C(=Nc1ccccc1)Nc1ccccc1,8
2454,c1ccccc1,1
2455,,0
2456,,0
2457,,0
2458,,0
2459,,0
2460,,0
2461,,0
2462,,0
2463,,0
2464,c1ccccc1,1
2465,,0
2466,c1ccccc1,1
2467,c1ccccc1,1
2468,,0
2469,,0
2470,O=C(Nc1cc(NC(=O)c2ccccc2)cc(-c2nc3ccccc3[nH]2)c1)c1ccccc1,3
2471,C(=Cc1ccccc1)c1ccccc1,9
2472,C(=Cc1ccccc1)c1ccccc1,9
2473,C(=Nc1ccccc1)Nc1ccccc1,8
2474,,0
2475,,0
2476,,0
2477,,0
2478,O=C(OC(=O)c1ccc(C(=O)OC(=O)c2ccccc2)cc1)c1ccccc1,7
2479,O=C(OC(=O)c1ccccc1)c1ccccc1,7
2480,O=C(OCCCCCCOC(=O)c1ccccc1)c1ccccc1,7
2481,,0
2482,,0
2483,,0
2484,c1ccccc1,1
2485,c1ccccc1,1
2486,c1ccccc1,1
2487,c1ccccc1,1
2488,c1ccoc1,3
2489,c1ccc(-c2ccccc2)cc1,8
2490,c1ccc(-c2ccccc2)cc1,8
2491,c1ccc(-c2ccccc2)cc1,8
2492,c1ccc(-c2cccs2)cc1,5
2493,c1ccc(-c2cccs2)cc1,5
2494,c1ccc(-c2cccs2)cc1,5
2495,c1csc(-c2cccs2)c1,3
2496,c1csc(-c2cccs2)c1,3
2497,c1csc(-c2cccs2)c1,3
2498,c1ccccc1,1
2499,c1ccccc1,1
2500,c1ccccc1,1
2501,c1ccsc1,6
2502,c1ccsc1,6
2503,c1ccsc1,6
2504,c1ccsc1,6
2505,c1ccc(Cc2ccccc2)cc1,2
2506,c1ccc(Cc2ccccc2)cc1,2
2507,c1ccccc1,1
2508,c1ccccc1,1
2509,c1ccccc1,1
2510,c1ccccc1,1
2511,c1ccsc1,6
2512,c1ccsc1,6
2513,c1cnccn1,3
2514,c1nc(-c2ccc(-c3cscn3)cc2)cs1,9
2515,c1nnc[nH]1,9
2516,,0
2517,,0
2518,,0
2519,,0
2520,,0
2521,,0
2522,,0
2523,,0
2524,,0
2525,,0
2526,,0
2527,O=C(NCc1ccc(Cc2ccco2)o1)OCc1ccc(COCc2ccco2)o1,5
2528,,0
2529,,0
2530,,0
2531,,0
2532,,0
2533,c1ccsc1,6
2534,c1ccsc1,6
2535,c1ccsc1,6
2536,,0
2537,,0
2538,,0
2539,c1ccccc1,1
2540,,0
2541,,0
2542,,0
2543,,0
2544,,0
2545,c1ccccc1,1
2546,c1ccccc1,1
2547,c1ccsc1,6
2548,c1ccsc1,6
2549,c1ccsc1,6
2550,c1ccsc1,6
2551,c1ccccc1,1
2552,c1ccccc1,1
2553,c1ccsc1,6
2554,c1ccsc1,6
2555,,0
2556,,0
2557,,0
2558,,0
2559,,0
2560,,0
2561,,0
2562,,0
2563,,0
2564,,0
2565,,0
2566,,0
2567,,0
2568,,0
2569,,0
2570,,0
2571,,0
2572,,0
2573,,0
2574,,0
2575,,0
2576,,0
2577,,0
2578,,0
2579,c1ccccc1,1
2580,c1ccccc1,1
2581,c1ccsc1,6
2582,c1ccsc1,6
2583,c1ccsc1,6
2584,,0
2585,,0
2586,,0
2587,c1ccccc1,1
2588,c1ccsc1,6
2589,,0
2590,,0
2591,,0
2592,,0
2593,,0
2594,c1ccccc1,1
2595,c1ccccc1,1
2596,c1ccccc1,1
2597,c1ccsc1,6
2598,c1ccsc1,6
2599,c1ccc(-c2cccs2)cc1,5
2600,c1ccc(-c2cccs2)cc1,5
2601,c1ccc(-c2cccs2)cc1,5
2602,c1ccc(-c2cccs2)cc1,5
2603,c1ccc(-c2cccs2)cc1,5
2604,c1ccccc1,1
2605,c1ccccc1,1
2606,c1ccsc1,6
2607,c1ccsc1,6
2608,c1ccsc1,6
2609,c1ccsc1,6
2610,c1ccsc1,6
2611,c1ccsc1,6
2612,c1ccsc1,6
2613,c1ccsc1,6
2614,c1ccccc1,1
2615,c1ccccc1,1
2616,c1ccccc1,1
2617,c1ccsc1,6
2618,c1ccsc1,6
2619,c1ccsc1,6
2620,c1ccsc1,6
2621,c1ccccc1,1
2622,c1ccccc1,1
2623,c1ccccc1,1
2624,c1ccccc1,1
2625,c1ccsc1,6
2626,c1ccsc1,6
2627,,0
2628,,0
2629,,0
2630,,0
2631,c1ccncc1,9
2632,,0
2633,,0
2634,,0
2635,,0
2636,,0
2637,,0
2638,,0
2639,,0
2640,c1ccsc1,6
2641,C1CC2CCC1C2,5
2642,C1CCOCC1,7
2643,C1CCCCC1,4
2644,,0
2645,,0
2646,,0
2647,,0
2648,O=C(OC(=O)c1ccccc1)c1ccccc1,7
2649,,0
2650,,0
2651,,0
2652,,0
2653,c1ccc(-c2cccs2)cc1,5
2654,c1ccc(-c2cccs2)cc1,5
2655,C=C(c1ccccc1)c1ccccc1,8
2656,O=C(OC(=O)c1ccccc1)c1ccccc1,7
2657,c1ccccc1,1
2658,c1ccccc1,1
2659,c1ccccc1,1
2660,c1ccccc1,1
2661,c1ccccc1,1
2662,c1ccsc1,6
2663,c1ccsc1,6
2664,c1ccsc1,6
2665,,0
2666,C1CC[NH2+]CC1,7
2667,c1ccccc1,1
2668,c1ccccc1,1
2669,c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,5
2670,O=C(Nc1ccc(Cc2ccccc2)cc1)OCc1ccccc1,7
2671,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,9
2672,c1ccc(-c2ccc(-c3ccccc3)s2)cc1,7
2673,c1ccc(-c2ccc(-c3ccccc3)s2)cc1,7
2674,c1ccc(-c2ccc(-c3ccccc3)s2)cc1,7
2675,c1ccc(-c2ccc(-c3ccccc3)s2)cc1,7
2676,c1ccc(-c2ccc(-c3cccs3)cc2)cc1,7
2677,c1ccc(-c2ccc(-c3cccs3)cc2)cc1,7
2678,c1csc(-c2ccc(-c3cccs3)cc2)c1,2
2679,c1csc(-c2ccc(-c3cccs3)cc2)c1,2
2680,c1csc(-c2ccc(-c3cccs3)cc2)c1,2
2681,c1csc(-c2ccc(-c3cccs3)cc2)c1,2
2682,c1ccc(-c2ccc(-c3cccs3)s2)cc1,7
2683,c1ccc(-c2ccc(-c3cccs3)s2)cc1,7
2684,c1ccc(-c2ccc(-c3cccs3)s2)cc1,7
2685,c1csc(-c2ccc(-c3cccs3)s2)c1,9
2686,c1csc(-c2ccc(-c3cccs3)s2)c1,9
2687,c1csc(-c2ccc(-c3cccs3)s2)c1,9
2688,c1ccc(-c2ccccc2)cc1,8
2689,c1ccc(-c2ccccc2)cc1,8
2690,c1ccc(-c2ccccc2)cc1,8
2691,c1ccc(-c2ccccc2)cc1,8
2692,c1ccc(-c2cccs2)cc1,5
2693,c1ccc(-c2cccs2)cc1,5
2694,c1ccc(-c2cccs2)cc1,5
2695,c1ccc(-c2cccs2)cc1,5
2696,c1ccc(-c2cccs2)cc1,5
2697,c1ccc(-c2cccs2)cc1,5
2698,c1csc(-c2cccs2)c1,3
2699,c1csc(-c2cccs2)c1,3
2700,c1csc(-c2cccs2)c1,3
2701,c1ccc(-c2ccccc2)cc1,8
2702,c1ccc(-c2ccccc2)cc1,8
2703,c1ccc(-c2ccccc2)cc1,8
2704,c1ccc(-c2ccccc2)cc1,8
2705,c1csc(-c2cccs2)c1,3
2706,c1csc(-c2cccs2)c1,3
2707,c1csc(-c2cccs2)c1,3
2708,c1csc(-c2cccs2)c1,3
2709,c1csc(-c2cccs2)c1,3
2710,c1ccc(-c2ccccc2)cc1,8
2711,c1ccc(-c2cccs2)cc1,5
2712,c1ccc(-c2cccs2)cc1,5
2713,c1csc(-c2cccs2)c1,3
2714,c1csc(-c2cccs2)c1,3
2715,c1csc(-c2cccs2)c1,3
2716,c1csc(-c2cccs2)c1,3
2717,c1ccccc1,1
2718,c1ccccc1,1
2719,c1ccccc1,1
2720,c1ccccc1,1
2721,c1ccsc1,6
2722,c1ccsc1,6
2723,c1ccccc1,1
2724,c1ccccc1,1
2725,c1ccccc1,1
2726,c1ccccc1,1
2727,c1ccccc1,1
2728,c1ccccc1,1
2729,c1ccccc1,1
2730,c1ccccc1,1
2731,c1ccccc1,1
2732,c1ccsc1,6
2733,c1ccsc1,6
2734,c1ccsc1,6
2735,O=C(c1ccccc1)c1ccccc1,4
2736,O=C(c1ccccc1)c1ccccc1,4
2737,O=C(c1ccccc1)c1ccccc1,4
2738,O=C(c1ccccc1)c1cccs1,8
2739,O=C(c1ccccc1)c1cccs1,8
2740,O=C(c1ccccc1)c1cccs1,8
2741,O=C(c1cccs1)c1cccs1,3
2742,O=C(c1cccs1)c1cccs1,3
2743,O=C(c1cccs1)c1cccs1,3
2744,O=C(c1cccs1)c1cccs1,3
2745,O=C(c1cccs1)c1cccs1,3
2746,c1ccccc1,1
2747,c1ccccc1,1
2748,c1ccccc1,1
2749,c1ccsc1,6
2750,c1ccsc1,6
2751,c1ccsc1,6
2752,S=C(c1ccccc1)c1ccccc1,4
2753,S=C(c1ccccc1)c1ccccc1,4
2754,S=C(c1ccccc1)c1ccccc1,4
2755,S=C(c1ccccc1)c1ccccc1,4
2756,S=C(c1ccccc1)c1ccccc1,4
2757,S=C(c1ccccc1)c1cccs1,2
2758,S=C(c1ccccc1)c1cccs1,2
2759,S=C(c1ccccc1)c1cccs1,2
2760,S=C(c1cccs1)c1cccs1,4
2761,S=C(c1cccs1)c1cccs1,4
2762,c1ccccc1,1
2763,c1ccccc1,1
2764,c1ccccc1,1
2765,c1ccccc1,1
2766,c1ccccc1,1
2767,c1ccccc1,1
2768,c1ccsc1,6
2769,c1ccsc1,6
2770,c1ccc(CN2CCNCC2)cc1,8
2771,c1ccccc1,1
2772,c1ccccc1,1
2773,c1ccccc1,1
2774,c1ccccc1,1
2775,O=C(NCc1ccccc1)c1ccccc1,4
2776,c1ccccc1,1
2777,c1ccccc1,1
2778,c1ccccc1,1
2779,c1ccccc1,1
2780,c1ccccc1,1
2781,c1ccsc1,6
2782,c1ccsc1,6
2783,c1ccsc1,6
2784,c1ccsc1,6
2785,c1ccccc1,1
2786,c1ccccc1,1
2787,c1ccccc1,1
2788,c1ccccc1,1
2789,c1ccccc1,1
2790,c1ccccc1,1
2791,c1ccccc1,1
2792,c1ccc(C[n+]2ccc(-c3cc[nH+]cc3)cc2)cc1,3
2793,c1ccc(Cc2ccccc2)cc1,2
2794,c1ccc(Cc2ccccc2)cc1,2
2795,c1ccc(Cc2ccccc2)cc1,2
2796,c1ccc(Cc2ccccc2)cc1,2
2797,c1ccc(Cc2cccs2)cc1,7
2798,c1ccc(Cc2cccs2)cc1,7
2799,c1ccc(Cc2cccs2)cc1,7
2800,c1csc(Cc2cccs2)c1,9
2801,c1csc(Cc2cccs2)c1,9
2802,c1csc(Cc2cccs2)c1,9
2803,c1csc(Cc2cccs2)c1,9
2804,c1ccccc1,1
2805,c1ccccc1,1
2806,c1ccsc1,6
2807,c1ccsc1,6
2808,c1ccsc1,6
2809,c1ccccc1,1
2810,c1ccccc1,1
2811,c1ccsc1,6
2812,c1ccsc1,6
2813,c1ccsc1,6
2814,c1ccsc1,6
2815,c1ccc(Nc2ccccc2)cc1,9
2816,c1ccc(Nc2ccccc2)cc1,9
2817,c1ccc(Nc2ccccc2)cc1,9
2818,c1ccc(Nc2cccs2)cc1,7
2819,c1ccc(Nc2cccs2)cc1,7
2820,c1ccc(Nc2cccs2)cc1,7
2821,c1csc(Nc2cccs2)c1,2
2822,c1ccccc1,1
2823,c1ccccc1,1
2824,c1ccccc1,1
2825,c1ccccc1,1
2826,c1cnc2c(OCOc3cccc4cccnc34)cccc2c1,6
2827,c1ccc(Oc2cccs2)cc1,9
2828,c1ccc(Oc2cccs2)cc1,9
2829,c1ccc(Oc2cccs2)cc1,9
2830,c1ccc(Oc2cccs2)cc1,9
2831,c1csc(Oc2cccs2)c1,2
2832,c1csc(Oc2cccs2)c1,2
2833,c1csc(Oc2cccs2)c1,2
2834,c1ccccc1,1
2835,O=C(NCc1ccccc1)C1=CC2C=CC1C2,3
2836,c1nc(-c2ccc(-c3cscn3)cc2)cs1,9
2837,c1nc2cc3scnc3cc2s1,8
2838,,0
2839,,0
2840,,0
2841,,0
2842,O=C(Nc1ccccc1)c1ccccc1,2
2843,,0
2844,c1ccc(N=Nc2ccccc2)cc1,7
2845,c1ccc(N=Nc2ccccc2)cc1,7
2846,c1ccc(N=Nc2ccccc2)cc1,7
2847,c1ccc(N=Nc2ccccc2)cc1,7
2848,c1ccccc1,1
2849,c1ccc(N=Nc2ccccc2)cc1,7
2850,c1ccc(N=Nc2ccccc2)cc1,7
2851,,0
2852,,0
2853,c1ccccc1,1
2854,c1ccc(C2CCC2)cc1,5
2855,C1C2CC3CC1CC(C2)C3,2
2856,C1CC1,2
2857,,0
2858,C1C2CC3CC1CC(C2)C3,2
2859,,0
2860,,0
2861,c1ccccc1,1
2862,c1ccccc1,1
2863,c1ccccc1,1
2864,c1ccccc1,1
2865,c1ccccc1,1
2866,c1ccccc1,1
2867,c1ccccc1,1
2868,c1ccccc1,1
2869,c1ccccc1,1
2870,c1ccccc1,1
2871,c1ccccc1,1
2872,c1ccccc1,1
2873,c1ccccc1,1
2874,c1ccccc1,1
2875,c1ccccc1,1
2876,,0
2877,,0
2878,,0
2879,,0
2880,c1ccccc1,1
2881,,0
2882,O=C(NCCNc1ccc(/C=C/c2ccccc2)cc1)c1ccc([SiH2]c2ccccc2)cc1,4
2883,O=C(NCCNc1ccc(/C=C/c2ccccc2)cc1)c1ccc([SiH2]c2ccccc2)cc1,4
2884,O=C(NCCNc1ccc(/C=C/c2ccccc2)cc1)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,5
2885,c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,5
2886,c1ccc(NCc2cccc(C34CC5CC(CC(C5)C3)C4)c2)cc1,5
2887,O=C(/C=C/c1ccccc1)Nc1cccc(NC(=O)/C=C/c2ccc(NCc3ccccc3)cc2)c1,4
2888,c1ccccc1,1
2889,c1ccccc1,1
2890,c1ccccc1,1
2891,c1ccccc1,1
2892,O=C(c1ccccc1)c1ccccc1,4
2893,O=C(c1ccccc1)c1ccccc1,4
2894,O=C(c1ccccc1)c1ccccc1,4
2895,c1ccc(Nc2ccc(C(c3ccccc3)c3ccccc3)cc2)cc1,3
2896,c1ccc(Nc2ccc(C(c3ccccc3)c3ccccc3)cc2)cc1,3
2897,c1ccc(Nc2ccc(C(c3ccccc3)c3ccccc3)cc2)cc1,3
2898,c1ccc(Nc2ccc(C(c3ccccc3)c3ccccc3)cc2)cc1,3
2899,c1ccc(Nc2ccc(C(c3ccccc3)c3ccccc3)cc2)cc1,3
2900,C(=Cc1ccc(C=Cc2ccc(Nc3ccccc3)cc2)cc1)c1ccccc1,2
2901,C(=C(c1ccccc1)c1ccc(C(=Cc2ccc(Nc3ccccc3)cc2)c2ccccc2)cc1)c1ccccc1,9
2902,C(=Cc1ccc(C=Cc2ccc(Nc3ccccc3)cc2)cc1)c1ccccc1,2
2903,O=C(/C=C/c1ccccc1)NC1CCCCC1NC(=O)/C=C/c1ccc(N(c2ccccc2)c2ccc(Nc3ccccc3)cc2)cc1,3
2904,c1ccc(Nc2ccc(-c3ccccc3)cc2)cc1,2
2905,c1ccc(Nc2ccc(-c3ccccc3)cc2)cc1,2
2906,c1ccc(Nc2ccc(-c3ccc(N(c4ccccc4)c4ccc(C(c5ccccc5)c5ccccc5)cc4)cc3)cc2)cc1,6
2907,O=C1C=C(Oc2ccc(Cc3ccc(OC4=CC(=O)N(c5ccc(Cc6ccccc6)cc5)C4=O)cc3)cc2)C(=O)N1,3
2908,O=C1C=C(Oc2ccc(Cc3ccc(OC4=CC(=O)N(c5ccc(Oc6ccccc6)cc5)C4=O)cc3)cc2)C(=O)N1,8
2909,O=C1NC(=O)C(c2ccc(C3=C(c4ccccc4)C(=O)N(c4ccc(C5(c6ccccc6)c6ccccc6-c6ccccc65)cc4)C3=O)cc2)=C1c1ccccc1,6
2910,O=C1NC(=O)C(c2ccc(C3=C(c4ccccc4)C(=O)N(c4ccc(Oc5ccccc5)cc4)C3=O)cc2)=C1c1ccccc1,8
2911,O=C1NC(=O)C(c2ccc(C3=C(c4ccccc4)C(=O)N(c4ccc(Oc5ccc(Oc6ccccc6)cc5)cc4)C3=O)cc2)=C1c1ccccc1,7
2912,O=C1NC(=O)C(c2ccc(C3=C(c4ccccc4)C(=O)N(c4ccc(Oc5ccc(-c6ccc(Oc7ccccc7)cc6)cc5)cc4)C3=O)cc2)=C1c1ccccc1,2
2913,O=C1CC(SCCOCCSC2CC(=O)N(CCCCCCN3C(=O)CC(SCCOCCSC4CC(=O)NC4=O)C3=O)C2=O)C(=O)N1,5
2914,O=C1CC(SCCOCCSC2CC(=O)N(c3ccc(Cc4ccc(N5C(=O)CC(SCCOCCSC6CC(=O)N(c7ccc(Cc8ccccc8)cc7)C6=O)C5=O)cc4)cc3)C2=O)C(=O)N1,6
2915,O=C1CC(SCCOCCSC2CC(=O)N(c3ccc(Oc4ccc(N5C(=O)CC(SCCOCCSC6CC(=O)N(c7ccc(Oc8ccccc8)cc7)C6=O)C5=O)cc4)cc3)C2=O)C(=O)N1,5
2916,O=C1CC(SCCOCCSC2CC(=O)N(c3ccc(S(=O)(=O)c4ccc(N5C(=O)CC(SCCOCCSC6CC(=O)N(c7ccc(S(=O)(=O)c8ccccc8)cc7)C6=O)C5=O)cc4)cc3)C2=O)C(=O)N1,5
2917,O=C1CCC(=O)N1,5
2918,O=C1CC(Nc2cccc(NC3CC(=O)N(c4ccc(Oc5ccc(C(c6ccc(Oc7ccccc7)cc6)c6cccnc6)cc5)cc4)C3=O)c2)C(=O)N1,3
2919,O=C1CC(Nc2ccc(Cc3ccc(NC4CC(=O)N(c5ccc(C(=O)Oc6ccc(C(c7ccc(OC(=O)c8ccccc8)cc7)c7cccnc7)cc6)cc5)C4=O)cc3)cc2)C(=O)N1,2
2920,O=C1CC(Nc2ccc(Cc3ccc(NC4CC(=O)N(c5ccc(Cc6ccccc6)cc5)C4=O)cc3)cc2)C(=O)N1,4
2921,O=C1CC(Nc2ccc(N(c3ccc(Nc4ccccc4)cc3)c3ccc(NC4CC(=O)N(c5ccc(Cc6ccccc6)cc5)C4=O)cc3)cc2)C(=O)N1,5
2922,O=C1CC(Nc2ccc(N(c3ccccc3)c3ccc(NC4CC(=O)N(c5ccc(Cc6ccccc6)cc5)C4=O)cc3)cc2)C(=O)N1,4
2923,O=C1CC(Nc2ccc(NC3CC(=O)N(c4ccc(C(=O)Oc5ccc(C(c6ccc(OC(=O)c7ccccc7)cc6)c6cccnc6)cc5)cc4)C3=O)cc2)C(=O)N1,2
2924,O=C1CC(Nc2ccc(NC3CC(=O)N(c4ccc(Oc5ccc(C(c6ccc(Oc7ccccc7)cc6)c6cccnc6)cc5)cc4)C3=O)cc2)C(=O)N1,7
2925,O=C1CC(SCCOCCSC2CC(=O)N(c3ccc(C(=O)Oc4ccc5ccc(OC(=O)c6ccccc6)cc5c4)cc3)C2=O)C(=O)N1,3
2926,O=C1CC(SCCOCCSC2CC(=O)N(c3ccc(C(=O)Oc4ccc(Cc5ccc(OC(=O)c6ccccc6)cc5)cc4)cc3)C2=O)C(=O)N1,5
2927,O=C1CC(SCCOCCSC2CC(=O)N(c3ccc(C(=O)Oc4ccc(OC(=O)c5ccccc5)cc4)cc3)C2=O)C(=O)N1,8
2928,O=C1NC(=O)C2CC(C3CC(=O)N(c4ccccc4)C3=O)C=CC12,2
2929,O=C1NC(=O)C2CC(C3CC(=O)N(c4ccccc4)C3=O)C=CC12,2
2930,O=C1NC(=O)C2C1c1ccccc1CC2C1CC(=O)N(c2ccccc2)C1=O,8
2931,O=C1NC(=O)C2C1c1ccccc1CC2C1CC(=O)N(c2ccccc2)C1=O,8
2932,O=C1NC(=O)C2C1c1ccccc1CC2C1CC(=O)N(c2ccccc2)C1=O,8
2933,O=C1NC(=O)C2CC(C3CCC4C(=O)N(c5ccccc5)C(=O)C4C3)CCC12,3
2934,O=C1NC(=O)C2CC(C3CCC4C(=O)N(c5ccc(Cc6ccccc6)cc5)C(=O)C4C3)CCC12,7
2935,O=C1NC(=O)C2CC(C3CCC4C(=O)N(c5ccc(Oc6cccc(Oc7ccccc7)c6)cc5)C(=O)C4C3)CCC12,7
2936,O=C1NC(=O)C2CC(C3CCC4C(=O)N(c5ccc(Oc6ccccc6)cc5)C(=O)C4C3)CCC12,6
2937,O=C1NC(=O)C2CC(C3CCC4C(=O)N(c5ccc(Oc6ccc(Oc7ccccc7)cc6)cc5)C(=O)C4C3)CCC12,5
2938,O=C1NC(=O)C2CC(C3CCC4C(=O)N(c5ccc(Oc6ccc(S(=O)(=O)c7ccc(Oc8ccccc8)cc7)cc6)cc5)C(=O)C4C3)CCC12,6
2939,O=C1NC(=O)C2C3C=CC(C12)C1C(=O)N(C2CCC(CC4CCCCC4)CC2)C(=O)C31,9
2940,O=C1NC(=O)C2C3C=CC(C12)C1C(=O)NC(=O)C31,7
2941,O=C1NC(=O)c2cc(Sc3ccc(N4C(=O)C5C6C=CC(C7C(=O)NC(=O)C67)C5C4=O)cc3)c(Sc3ccccc3)cc21,6
2942,O=C1NC(=O)C2C3C=CC(C12)C1C(=O)N(c2ccc(Sc4cc5c(cc4Sc4ccccc4)C(=O)N(CCc4ccccc4)C5=O)cc2)C(=O)C31,9
2943,O=C1NC(=O)C2C3C=CC(C12)C1C(=O)N(c2ccc(Sc4cc5c(cc4Sc4ccccc4)C(=O)N(c4ccccc4)C5=O)cc2)C(=O)C31,5
2944,O=C1NC(=O)C2C1CCC1C(=O)N(c3ccc(Cc4ccccc4)cc3)C(=O)C12,2
2945,O=C1NC(=O)C2C1CCC1C(=O)N(c3ccc(Oc4ccccc4)cc3)C(=O)C12,8
2946,O=C1NC(=O)C2C1CCC1C(=O)N(c3ccc(Oc4ccc(Cc5ccc(Oc6ccccc6)cc5)cc4)cc3)C(=O)C12,3
2947,O=C1NC(=O)C2C1CCC1C(=O)N(c3ccc(Oc4ccc(Oc5ccccc5)cc4)cc3)C(=O)C12,8
2948,O=C(c1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1)c1ccc2nc(-c3ccccc3)c(-c3ccc(N4C(=O)C5OC6C(=O)NC(=O)C6C5C4=O)cc3)nc2c1,6
2949,O=C1NC(=O)C2C1OC1C(=O)N(c3ccc(-c4nc5cc(-c6ccc7nc(-c8ccccc8)c(-c8ccccc8)nc7c6)ccc5nc4-c4ccccc4)cc3)C(=O)C12,2
2950,O=C1CCCC(=O)N1,4
2951,O=C1NC(=O)N(c2cccc(N3C(=O)NC(=O)C3=O)c2)C1=O,9
2952,O=C1NC(=O)N(c2cccc(N3C(=O)C(=O)N(c4ccc(CCc5ccccc5)cc4)C3=O)c2)C1=O,4
2953,O=C1NC(=O)N(c2ccc(CCc3ccccc3N3C(=O)NC(=O)C3=O)cc2)C1=O,4
2954,O=C1NC(=O)N(c2ccccc2CCc2ccc(N3C(=O)C(=O)N(c4ccc(CCc5ccccc5)cc4)C3=O)cc2)C1=O,9
2955,O=C1NC(=O)N(c2ccc(CCc3ccccc3)cc2)C1=O,9
2956,O=C1NC(=O)N(c2ccc(Cc3ccc(N4C(=O)NC(=O)C4=O)cc3)cc2)C1=O,9
2957,O=C1NC(=O)N(c2ccc(Oc3ccc(N4C(=O)NC(=O)C4=O)cc3)cc2)C1=O,5
2958,O=C1NC(=O)c2c1c(-c1ccccc1)c(-c1ccccc1)c(-c1ccc(Oc3ccc(-c4c(-c5ccccc5)c5c(c(-c6ccccc6)c4-c4ccccc4)C(=O)N(c4cccc(Oc6cccc(Oc7ccccc7)c6)c4)C5=O)cc3)cc1)c2-c1ccccc1,8
2959,O=C1NC(=O)c2c1c(-c1ccccc1)c(-c1ccccc1)c(-c1ccc(Oc3ccc(-c4c(-c5ccccc5)c5c(c(-c6ccccc6)c4-c4ccccc4)C(=O)N(c4ccc(Cc6ccccc6)cc4)C5=O)cc3)cc1)c2-c1ccccc1,5
2960,O=C1NC(=O)c2c1c(-c1ccccc1)c(-c1ccccc1)c(-c1ccc(Oc3ccc(-c4c(-c5ccccc5)c5c(c(-c6ccccc6)c4-c4ccccc4)C(=O)N(c4ccc(Oc6ccccc6)cc4)C5=O)cc3)cc1)c2-c1ccccc1,6
2961,O=C1NC(=O)c2c1c(-c1ccccc1)c(-c1ccccc1)c(-c1ccc(Oc3ccc(-c4c(-c5ccccc5)c5c(c(-c6ccccc6)c4-c4ccccc4)C(=O)N(c4ccc(-c6ccccc6)cc4)C5=O)cc3)cc1)c2-c1ccccc1,2
2962,O=C1NC(=O)c2c1c(-c1ccccc1)c(-c1ccccc1)c(-c1ccc(-c3c(-c4ccccc4)c4c(c(-c5ccccc5)c3-c3ccccc3)C(=O)N(c3ccccc3)C4=O)cc1)c2-c1ccccc1,3
2963,O=C1NC(=O)c2c1c(-c1ccccc1)c(-c1ccccc1)c(-c1ccc(-c3c(-c4ccccc4)c4c(c(-c5ccccc5)c3-c3ccccc3)C(=O)N(c3cccc(Oc5cccc(Oc6ccccc6)c5)c3)C4=O)cc1)c2-c1ccccc1,4
