subset,id,target_type,top1_sim,top3_sim,top5_sim,g_exact_twin,g_density_95,g_density_90,g_density_85
train,3531,tg,1.0,1.0,0.7878788,1.0,0.0006751055,0.0006751055,0.0006751055
train,3532,tg,1.0,1.0,1.0,1.0,0.0010128291,0.0010128291,0.0010128291
train,3533,tg,1.0,1.0,1.0,1.0,0.00084388186,0.00084388186,0.00084388186
train,3534,tg,1.0,0.7058824,0.6875,1.0,0.00016877637,0.00016877637,0.00016877637
train,3535,tg,1.0,0.7058824,0.7058824,1.0,0.00016877637,0.00016877637,0.00016877637
train,3536,tg,0.8888889,0.8214286,0.8214286,0.0,0.0,0.0,0.00016877637
train,3537,tg,1.0,0.8125,0.78125,1.0,0.00033760973,0.00033760973,0.00033760973
train,3538,tg,1.0,0.8125,0.7058824,1.0,0.00033755274,0.00033755274,0.00033755274
train,3539,tg,1.0,0.8125,0.7058824,1.0,0.00033755274,0.00033755274,0.00033755274
train,3540,egb,0.57894737,0.57894737,0.44,0.0,0.0,0.0,0.0
train,3541,ei,0.57894737,0.57894737,0.44,0.0,0.0,0.0,0.0
train,3542,eea,1.0,0.57894737,0.5,1.0,0.00016877637,0.00016877637,0.00016877637
train,3543,ei,1.0,0.57894737,0.5,1.0,0.00016877637,0.00016877637,0.00016877637
train,3544,eps,1.0,0.57894737,0.5,1.0,0.00016877637,0.00016877637,0.00016877637
train,3545,egc,0.57894737,0.57894737,0.44,0.0,0.0,0.0,0.0
train,3546,eea,0.5121951,0.4878049,0.4878049,0.0,0.0,0.0,0.0
train,3547,ei,0.5121951,0.4878049,0.4878049,0.0,0.0,0.0,0.0
train,3548,eps,0.5121951,0.4878049,0.4878049,0.0,0.0,0.0,0.0
train,3549,egc,1.0,1.0,0.57894737,1.0,0.0005063291,0.0005063291,0.0005063291
train,3550,egc,1.0,1.0,0.61290324,1.0,0.00067521946,0.00067521946,0.00067521946
train,3551,tg,1.0,1.0,0.95238096,1.0,0.0020253165,0.0021940928,0.0021940928
train,3552,tg,1.0,0.95238096,0.95238096,1.0,0.0016877637,0.0018565401,0.0018565401
train,3553,tg,1.0,1.0,1.0,1.0,0.0020253165,0.0020253165,0.0020253165
train,3554,egc,0.54761904,0.45714286,0.45714286,0.0,0.0,0.0,0.0
train,3555,tg,1.0,0.7,0.7,1.0,0.00016880487,0.00016880487,0.00016880487
train,3556,tg,1.0,0.7,0.7,1.0,0.00016877637,0.00016877637,0.00016877637
train,3557,eea,0.44444445,0.44444445,0.44444445,0.0,0.0,0.0,0.0
train,3558,egb,0.44444445,0.44444445,0.44444445,0.0,0.0,0.0,0.0
train,3559,egc,0.44444445,0.44444445,0.44444445,0.0,0.0,0.0,0.0
train,3560,ei,0.44444445,0.44444445,0.44444445,0.0,0.0,0.0,0.0
train,3561,eps,0.44444445,0.44444445,0.44444445,0.0,0.0,0.0,0.0
train,3562,nc,0.44444445,0.44444445,0.44444445,0.0,0.0,0.0,0.0
train,3563,egb,0.5714286,0.5714286,0.5555556,0.0,0.0,0.0,0.0
train,3564,nc,0.5714286,0.5714286,0.5555556,0.0,0.0,0.0,0.0
train,3565,egb,1.0,0.61290324,0.55172414,1.0,0.00016877637,0.00016877637,0.00016877637
train,3566,ei,1.0,0.61290324,0.55172414,1.0,0.00016877637,0.00016877637,0.00016877637
train,3567,eps,1.0,0.61290324,0.55172414,1.0,0.00016877637,0.00016877637,0.00016877637
train,3568,nc,1.0,0.61290324,0.55172414,1.0,0.00016877637,0.00016877637,0.00016877637
train,3569,ei,1.0,0.6,0.42857143,1.0,0.00016880487,0.00016880487,0.00016880487
train,3570,nc,1.0,0.6,0.42857143,1.0,0.00016880487,0.00016880487,0.00016880487
train,3571,eea,0.6,0.6,0.52380955,0.0,0.0,0.0,0.0
train,3572,eps,0.6,0.6,0.52380955,0.0,0.0,0.0,0.0
train,3573,egc,1.0,0.6,0.42857143,1.0,0.00033755274,0.00033755274,0.00033755274
train,3574,egc,1.0,0.4857143,0.4857143,1.0,0.00016877637,0.00016877637,0.00016877637
train,3575,nc,1.0,0.4857143,0.4857143,1.0,0.00016877637,0.00016877637,0.00016877637
train,3576,egb,0.61290324,0.61290324,0.5483871,0.0,0.0,0.0,0.0
train,3577,ei,0.61290324,0.61290324,0.5483871,0.0,0.0,0.0,0.0
train,3578,eps,0.61290324,0.61290324,0.5483871,0.0,0.0,0.0,0.0
train,3579,nc,0.61290324,0.61290324,0.5483871,0.0,0.0,0.0,0.0
train,3580,tg,0.6875,0.5882353,0.5882353,0.0,0.0,0.0,0.0
train,3581,tg,0.8636364,0.84444445,0.5090909,0.0,0.0,0.0,0.00016877637
train,3582,tg,0.9767442,0.6037736,0.6037736,0.0,0.00016877637,0.00016877637,0.00033755274
train,3583,tg,0.79591835,0.78431374,0.5319149,0.0,0.0,0.0,0.0
train,3584,tg,0.89361703,0.89361703,0.58928573,0.0,0.0,0.0,0.0005063291
train,3585,tg,1.0,0.89361703,0.6226415,1.0,0.00033760973,0.00033760973,0.00050641457
train,3586,tg,1.0,0.89361703,0.6226415,1.0,0.00033755274,0.00033755274,0.0005063291
train,3587,tg,1.0,0.6226415,0.6226415,1.0,0.00016877637,0.00016877637,0.00016877637
train,3588,tg,1.0,0.89361703,0.6226415,1.0,0.00033755274,0.00033755274,0.0005063291
train,3589,tg,1.0,0.84444445,0.6226415,1.0,0.00033755274,0.00033755274,0.00033755274
train,3590,tg,0.71428573,0.6530612,0.5686275,0.0,0.0,0.0,0.0
train,3591,tg,0.6976744,0.5945946,0.575,0.0,0.0,0.0,0.0
train,3592,tg,0.63414633,0.55813956,0.5,0.0,0.0,0.0,0.0
train,3593,tg,0.61702126,0.53061223,0.46153846,0.0,0.0,0.0,0.0
train,3594,tg,0.7209302,0.61702126,0.48,0.0,0.0,0.0,0.0
train,3595,tg,0.6744186,0.6666667,0.6666667,0.0,0.0,0.0,0.0
train,3596,tg,0.6969697,0.5733333,0.5,0.0,0.0,0.0,0.0
train,3597,tg,0.6969697,0.53521127,0.50666666,0.0,0.0,0.0,0.0
train,3598,tg,1.0,0.63414633,0.61904764,1.0,0.00016877637,0.00016877637,0.00016877637
train,3599,tg,1.0,0.65,0.63414633,1.0,0.00016877637,0.00016877637,0.00016877637
train,3600,tg,0.9677419,0.9677419,0.9354839,0.0,0.00067521946,0.0008440243,0.0008440243
train,3601,tg,0.71428573,0.65909094,0.64444447,0.0,0.0,0.0,0.0
train,3602,tg,1.0,0.9677419,0.75757575,1.0,0.0005063291,0.0006751055,0.0006751055
train,3603,tg,0.725,0.5744681,0.52272725,0.0,0.0,0.0,0.0
train,3604,tg,0.8,0.63414633,0.5897436,0.0,0.0,0.0,0.0
train,3605,eea,0.5714286,0.5714286,0.5625,0.0,0.0,0.0,0.0
train,3606,egb,0.5714286,0.5714286,0.5625,0.0,0.0,0.0,0.0
train,3607,nc,0.5714286,0.5714286,0.5625,0.0,0.0,0.0,0.0
train,3608,egb,1.0,0.62857145,0.62857145,1.0,0.00016877637,0.00016877637,0.00016877637
train,3609,ei,1.0,0.62857145,0.62857145,1.0,0.00016877637,0.00016877637,0.00016877637
train,3610,nc,1.0,0.62857145,0.62857145,1.0,0.00016877637,0.00016877637,0.00016877637
train,3611,eea,1.0,0.6666667,0.62857145,1.0,0.00016880487,0.00016880487,0.00016880487
train,3612,ei,1.0,0.6666667,0.62857145,1.0,0.00016880487,0.00016880487,0.00016880487
train,3613,eps,1.0,0.6666667,0.62857145,1.0,0.00016880487,0.00016880487,0.00016880487
train,3614,eea,0.7037037,0.5714286,0.56666666,0.0,0.0,0.0,0.0
train,3615,ei,0.7037037,0.5714286,0.56666666,0.0,0.0,0.0,0.0
train,3616,nc,0.7037037,0.5714286,0.56666666,0.0,0.0,0.0,0.0
train,3617,ei,0.53571427,0.53571427,0.53571427,0.0,0.0,0.0,0.0
train,3618,eps,0.53571427,0.53571427,0.53571427,0.0,0.0,0.0,0.0
train,3619,nc,0.53571427,0.53571427,0.53571427,0.0,0.0,0.0,0.0
train,3620,egb,0.7037037,0.7037037,0.64285713,0.0,0.0,0.0,0.0
train,3621,nc,0.7037037,0.7037037,0.64285713,0.0,0.0,0.0,0.0
train,3622,eea,0.45652175,0.45652175,0.45652175,0.0,0.0,0.0,0.0
train,3623,ei,0.45652175,0.45652175,0.45652175,0.0,0.0,0.0,0.0
train,3624,nc,0.45652175,0.45652175,0.45652175,0.0,0.0,0.0,0.0
train,3625,ei,1.0,0.61290324,0.5714286,1.0,0.00016877637,0.00016877637,0.00016877637
train,3626,eps,1.0,0.61290324,0.5714286,1.0,0.00016877637,0.00016877637,0.00016877637
train,3627,egb,0.61290324,0.56666666,0.56666666,0.0,0.0,0.0,0.0
train,3628,ei,0.61290324,0.56666666,0.56666666,0.0,0.0,0.0,0.0
train,3629,eps,0.61290324,0.56666666,0.56666666,0.0,0.0,0.0,0.0
train,3630,nc,0.61290324,0.56666666,0.56666666,0.0,0.0,0.0,0.0
train,3631,tg,0.64444447,0.5777778,0.5555556,0.0,0.0,0.0,0.0
train,3632,tg,0.64444447,0.53061223,0.5102041,0.0,0.0,0.0,0.0
train,3633,tg,0.5625,0.5102041,0.48,0.0,0.0,0.0,0.0
train,3634,tg,0.7948718,0.627907,0.57894737,0.0,0.0,0.0,0.0
train,3635,tg,1.0,0.61538464,0.61538464,1.0,0.00016877637,0.00016877637,0.00016877637
train,3636,tg,0.7837838,0.71428573,0.71428573,0.0,0.0,0.0,0.0
train,3637,tg,1.0,1.0,0.75757575,1.0,0.0005063291,0.0005063291,0.0005063291
train,3638,tg,1.0,0.7714286,0.75757575,1.0,0.00033755274,0.00033755274,0.00033755274
train,3639,tg,1.0,1.0,0.75757575,1.0,0.0005063291,0.0005063291,0.0005063291
train,3640,tg,0.5,0.5,0.475,0.0,0.0,0.0,0.0
train,3641,tg,0.7714286,0.7714286,0.6097561,0.0,0.0,0.0,0.0
train,3642,tg,0.9677419,0.78125,0.72727275,0.0,0.00033755274,0.00033755274,0.00033755274
train,3643,tg,1.0,0.8125,0.75757575,1.0,0.00033755274,0.00033755274,0.00033755274
train,3644,tg,1.0,0.8125,0.8125,1.0,0.00033755274,0.00033755274,0.00033755274
train,3645,eea,0.47826087,0.45833334,0.45833334,0.0,0.0,0.0,0.0
train,3646,egc,0.47826087,0.45833334,0.45833334,0.0,0.0,0.0,0.0
train,3647,eps,0.47826087,0.45833334,0.45833334,0.0,0.0,0.0,0.0
train,3648,nc,0.47826087,0.45833334,0.45833334,0.0,0.0,0.0,0.0
train,3649,egc,1.0,1.0,0.61290324,1.0,0.0005063291,0.0005063291,0.0005063291
train,3650,eea,1.0,0.5,0.5,1.0,0.00016877637,0.00016877637,0.00016877637
train,3651,egb,1.0,0.5,0.5,1.0,0.00016877637,0.00016877637,0.00016877637
train,3652,ei,1.0,0.5,0.5,1.0,0.00016877637,0.00016877637,0.00016877637
train,3653,nc,1.0,0.5,0.5,1.0,0.00016877637,0.00016877637,0.00016877637
train,3654,egc,1.0,1.0,0.5,1.0,0.00067521946,0.00067521946,0.00067521946
train,3655,egc,1.0,0.75,0.75,1.0,0.00033755274,0.00033755274,0.00033755274
train,3656,tg,1.0,0.6551724,0.6551724,1.0,0.00033755274,0.00033755274,0.00033755274
train,3657,tg,1.0,0.6,0.56,1.0,0.00033755274,0.00033755274,0.00033755274
train,3658,egc,0.45454547,0.45454547,0.45454547,0.0,0.0,0.0,0.0
train,3659,nc,0.45454547,0.45454547,0.45454547,0.0,0.0,0.0,0.0
train,3660,egb,1.0,0.7777778,0.75,1.0,0.00016880487,0.00016880487,0.00016880487
train,3661,eps,1.0,0.7777778,0.75,1.0,0.00016880487,0.00016880487,0.00016880487
train,3662,egb,0.96428573,0.7777778,0.61764705,0.0,0.00033755274,0.00033755274,0.00033755274
train,3663,ei,0.96428573,0.7777778,0.61764705,0.0,0.00033755274,0.00033755274,0.00033755274
train,3664,eps,0.96428573,0.75,0.75,0.0,0.00033755274,0.00033755274,0.00033755274
train,3665,nc,0.96428573,0.75,0.75,0.0,0.00033755274,0.00033755274,0.00033755274
train,3666,eea,0.75,0.75,0.64705884,0.0,0.0,0.0,0.0
train,3667,eps,0.75,0.75,0.64705884,0.0,0.0,0.0,0.0
train,3668,eea,0.52380955,0.42857143,0.42857143,0.0,0.0,0.0,0.0
train,3669,ei,0.52380955,0.42857143,0.42857143,0.0,0.0,0.0,0.0
train,3670,eps,0.52380955,0.42857143,0.42857143,0.0,0.0,0.0,0.0
train,3671,egb,0.64285713,0.56666666,0.56666666,0.0,0.0,0.0,0.0
train,3672,eps,0.64285713,0.56666666,0.56666666,0.0,0.0,0.0,0.0
train,3673,eea,0.5714286,0.5714286,0.55172414,0.0,0.0,0.0,0.0
train,3674,egb,0.5714286,0.5714286,0.55172414,0.0,0.0,0.0,0.0
train,3675,ei,0.5714286,0.5714286,0.55172414,0.0,0.0,0.0,0.0
train,3676,eps,0.5714286,0.5714286,0.55172414,0.0,0.0,0.0,0.0
train,3677,nc,0.5714286,0.5714286,0.55172414,0.0,0.0,0.0,0.0
train,3678,egb,1.0,0.57575756,0.56666666,1.0,0.00016880487,0.00016880487,0.00016880487
train,3679,ei,1.0,0.57575756,0.56666666,1.0,0.00016880487,0.00016880487,0.00016880487
train,3680,eps,1.0,0.57575756,0.56666666,1.0,0.00016880487,0.00016880487,0.00016880487
train,3681,egc,1.0,0.45945945,0.43589744,1.0,0.00016877637,0.00016877637,0.00016877637
train,3682,egc,0.41379312,0.39285713,0.38235295,0.0,0.0,0.0,0.0
train,3683,egc,0.45454547,0.38297874,0.3529412,0.0,0.0,0.0,0.0
train,3684,tg,0.41860464,0.40425533,0.4,0.0,0.0,0.0,0.0
train,3685,tg,0.7419355,0.6896552,0.6571429,0.0,0.0,0.0,0.0
train,3686,tg,1.0,0.8787879,0.8125,1.0,0.00016877637,0.00033755274,0.0006751055
train,3687,tg,0.96875,0.96875,0.90625,0.0,0.00050641457,0.0008440243,0.0008440243
train,3688,tg,1.0,0.96875,0.8787879,1.0,0.0005063291,0.0005063291,0.00084388186
train,3689,tg,1.0,0.96875,0.8787879,1.0,0.0005063291,0.0005063291,0.00084388186
train,3690,tg,0.7380952,0.63829786,0.47727272,0.0,0.0,0.0,0.0
train,3691,tg,0.7894737,0.6818182,0.5641026,0.0,0.0,0.0,0.0
train,3692,tg,0.71428573,0.63829786,0.5116279,0.0,0.0,0.0,0.0
train,3693,egc,0.55,0.5,0.375,0.0,0.0,0.0,0.0
train,3694,egc,0.55,0.47619048,0.36,0.0,0.0,0.0,0.0
train,3695,egc,0.5,0.3846154,0.33333334,0.0,0.0,0.0,0.0
train,3696,egc,0.33333334,0.33333334,0.32,0.0,0.0,0.0,0.0
train,3697,egc,0.5,0.46153846,0.4347826,0.0,0.0,0.0,0.0
train,3698,egb,0.51428574,0.4054054,0.37142858,0.0,0.0,0.0,0.0
train,3699,egc,0.73333335,0.54761904,0.41379312,0.0,0.0,0.0,0.0
train,3700,egc,0.54761904,0.42553192,0.4,0.0,0.0,0.0,0.0
train,3701,egc,0.73333335,0.47727272,0.375,0.0,0.0,0.0,0.0
train,3702,egc,0.59375,0.5,0.41666666,0.0,0.0,0.0,0.0
train,3703,egc,1.0,0.5,0.48,1.0,0.00016877637,0.00016877637,0.00016877637
train,3704,egc,0.5185185,0.5,0.45945945,0.0,0.0,0.0,0.0
train,3705,egc,0.4,0.38235295,0.33333334,0.0,0.0,0.0,0.0
train,3706,egc,0.6315789,0.4047619,0.37209302,0.0,0.0,0.0,0.0
train,3707,egc,0.4827586,0.4,0.3529412,0.0,0.0,0.0,0.0
train,3708,egc,1.0,1.0,0.64,1.0,0.0006751055,0.0006751055,0.0006751055
train,3709,egc,1.0,1.0,0.64705884,1.0,0.0005063291,0.0005063291,0.0005063291
train,3710,egc,1.0,1.0,0.61538464,1.0,0.0006751055,0.0006751055,0.0006751055
train,3711,egc,1.0,1.0,0.61538464,1.0,0.0006751055,0.0006751055,0.0006751055
train,3712,egc,1.0,1.0,0.8333333,1.0,0.00067521946,0.00067521946,0.00067521946
train,3713,egc,1.0,0.8888889,0.6896552,1.0,0.00033755274,0.00033755274,0.0005063291
train,3714,egc,1.0,0.5833333,0.56,1.0,0.00016877637,0.00016877637,0.00016877637
train,3715,egc,1.0,1.0,0.6666667,1.0,0.0006751055,0.0006751055,0.0006751055
train,3716,egc,1.0,0.8888889,0.8888889,1.0,0.00033755274,0.00033755274,0.00084388186
train,3717,egc,1.0,1.0,0.6666667,1.0,0.00050641457,0.00050641457,0.00050641457
train,3718,egc,1.0,1.0,0.55172414,1.0,0.0006751055,0.0006751055,0.0006751055
train,3719,egc,1.0,1.0,1.0,1.0,0.00084388186,0.00084388186,0.00084388186
train,3720,egc,0.6,0.6,0.59375,0.0,0.0,0.0,0.0
train,3721,egc,0.7407407,0.6333333,0.59375,0.0,0.0,0.0,0.0
train,3722,egc,0.73333335,0.6875,0.5151515,0.0,0.0,0.0,0.0
train,3723,egc,0.87096775,0.6875,0.5675676,0.0,0.0,0.0,0.00016877637
train,3724,egc,0.87096775,0.64705884,0.5897436,0.0,0.0,0.0,0.00016877637
train,3725,egc,0.7407407,0.6666667,0.4848485,0.0,0.0,0.0,0.0
train,3726,egc,0.43333334,0.42857143,0.41025642,0.0,0.0,0.0,0.0
train,3727,tg,1.0,0.5,0.44444445,1.0,0.00016880487,0.00016880487,0.00016880487
train,3728,egc,0.7419355,0.6,0.5675676,0.0,0.0,0.0,0.0
train,3729,egc,0.65,0.5714286,0.525,0.0,0.0,0.0,0.0
train,3730,egc,0.4827586,0.4375,0.41379312,0.0,0.0,0.0,0.0
train,3731,egc,0.6296296,0.46666667,0.41935483,0.0,0.0,0.0,0.0
train,3732,egc,0.6296296,0.5862069,0.53125,0.0,0.0,0.0,0.0
train,3733,egc,0.6896552,0.61290324,0.6060606,0.0,0.0,0.0,0.0
train,3734,egc,0.8125,0.7878788,0.7647059,0.0,0.0,0.0,0.0
train,3735,egc,1.0,0.8787879,0.8787879,1.0,0.00016877637,0.00033755274,0.00084388186
train,3736,egc,1.0,0.96875,0.7647059,1.0,0.0005063291,0.0005063291,0.0006751055
train,3737,egc,0.71875,0.6764706,0.6388889,0.0,0.0,0.0,0.0
train,3738,egc,0.7894737,0.71428573,0.5945946,0.0,0.0,0.0,0.0
train,3739,egc,0.8666667,0.6315789,0.516129,0.0,0.0,0.0,0.00033755274
train,3740,egc,0.625,0.45945945,0.45238096,0.0,0.0,0.0,0.0
train,3741,egc,0.9354839,0.51428574,0.41025642,0.0,0.0,0.00016877637,0.00033755274
train,3742,egc,0.9354839,0.6097561,0.45238096,0.0,0.0,0.00016880487,0.00033760973
train,3743,egc,0.74358976,0.4878049,0.45454547,0.0,0.0,0.0,0.0
train,3744,egc,0.74358976,0.45454547,0.45238096,0.0,0.0,0.0,0.0
train,3745,egc,0.65,0.53846157,0.45833334,0.0,0.0,0.0,0.0
train,3746,egc,0.61764705,0.525,0.40425533,0.0,0.0,0.0,0.0
train,3747,egc,0.51282054,0.39130434,0.37254903,0.0,0.0,0.0,0.0
train,3748,egc,0.7,0.45238096,0.42857143,0.0,0.0,0.0,0.0
train,3749,egc,0.7,0.54545456,0.51282054,0.0,0.0,0.0,0.0
train,3750,ei,1.0,0.41666666,0.41666666,1.0,0.00016877637,0.00016877637,0.00016877637
train,3751,eps,1.0,0.41666666,0.41666666,1.0,0.00016877637,0.00016877637,0.00016877637
train,3752,nc,1.0,0.41666666,0.41666666,1.0,0.00016877637,0.00016877637,0.00016877637
train,3753,eea,1.0,0.4347826,0.4347826,1.0,0.00016880487,0.00016880487,0.00016880487
train,3754,egb,1.0,0.4347826,0.4347826,1.0,0.00016880487,0.00016880487,0.00016880487
train,3755,egc,0.6551724,0.6551724,0.57575756,0.0,0.0,0.0,0.0
train,3756,egc,0.7692308,0.7692308,0.6896552,0.0,0.0,0.0,0.0
train,3757,egc,1.0,0.67741936,0.67741936,1.0,0.00033760973,0.00033760973,0.00033760973
train,3758,egc,1.0,0.67741936,0.67741936,1.0,0.00033755274,0.00033755274,0.00033755274
train,3759,egc,1.0,1.0,0.6,1.0,0.0006751055,0.0006751055,0.0006751055
train,3760,egc,1.0,0.6666667,0.5925926,1.0,0.00033755274,0.00033755274,0.00033755274
train,3761,egc,0.21428572,0.20930232,0.19148937,0.0,0.0,0.0,0.0
train,3762,egc,0.46031746,0.41666666,0.41666666,0.0,0.0,0.0,0.0
train,3763,egc,0.21428572,0.1904762,0.17391305,0.0,0.0,0.0,0.0
train,3764,tg,0.59210527,0.45238096,0.43529412,0.0,0.0,0.0,0.0
train,3765,tg,0.6585366,0.65,0.65,0.0,0.0,0.0,0.0
train,3766,tg,1.0,1.0,0.8787879,1.0,0.0005063291,0.0005063291,0.00084388186
train,3767,tg,1.0,1.0,0.8787879,1.0,0.00067521946,0.00067521946,0.0008440243
train,3768,tg,1.0,1.0,0.8787879,1.0,0.0006751055,0.0006751055,0.0010126582
train,3769,tg,1.0,1.0,0.8787879,1.0,0.0006751055,0.0006751055,0.0010126582
train,3770,tg,1.0,0.8787879,0.8787879,1.0,0.00016877637,0.00016877637,0.0010126582
train,3771,egc,1.0,1.0,0.8787879,1.0,0.0005063291,0.0005063291,0.00084388186
train,3772,egc,1.0,0.8787879,0.8787879,1.0,0.00016880487,0.00016880487,0.0008440243
train,3773,egb,0.3529412,0.31578946,0.3030303,0.0,0.0,0.0,0.0
train,3774,egc,0.3529412,0.31578946,0.3030303,0.0,0.0,0.0,0.0
train,3775,egc,0.22222222,0.19402985,0.18571429,0.0,0.0,0.0,0.0
train,3776,eea,1.0,0.4347826,0.4347826,1.0,0.00016877637,0.00016877637,0.00016877637
train,3777,egb,1.0,0.4347826,0.4347826,1.0,0.00016877637,0.00016877637,0.00016877637
train,3778,eps,1.0,0.4347826,0.4347826,1.0,0.00016877637,0.00016877637,0.00016877637
train,3779,nc,1.0,0.4347826,0.4347826,1.0,0.00016877637,0.00016877637,0.00016877637
train,3780,eea,0.44,0.44,0.4,0.0,0.0,0.0,0.0
train,3781,egb,0.44,0.44,0.4,0.0,0.0,0.0,0.0
train,3782,eps,0.44,0.44,0.4,0.0,0.0,0.0,0.0
train,3783,nc,0.44,0.44,0.4,0.0,0.0,0.0,0.0
train,3784,eea,0.42424244,0.42424244,0.36363637,0.0,0.0,0.0,0.0
train,3785,eps,0.42424244,0.42424244,0.36363637,0.0,0.0,0.0,0.0
train,3786,nc,0.42424244,0.42424244,0.36363637,0.0,0.0,0.0,0.0
train,3787,egc,0.4642857,0.36363637,0.36363637,0.0,0.0,0.0,0.0
train,3788,egc,0.96,0.7692308,0.7307692,0.0,0.00033755274,0.00033755274,0.00033755274
train,3789,egb,0.96,0.7407407,0.5714286,0.0,0.00016877637,0.00016877637,0.00016877637
train,3790,egc,0.96,0.7407407,0.5714286,0.0,0.00016877637,0.00016877637,0.00016877637
train,3791,egc,0.625,0.6060606,0.5714286,0.0,0.0,0.0,0.0
train,3792,tg,0.44444445,0.39534885,0.39534885,0.0,0.0,0.0,0.0
train,3793,egc,0.95652175,0.8695652,0.7407407,0.0,0.00016877637,0.00033755274,0.0005063291
train,3794,egc,0.95652175,0.8695652,0.6060606,0.0,0.00016877637,0.00033755274,0.0005063291
train,3795,egc,0.95238096,0.8695652,0.7307692,0.0,0.00016877637,0.00033755274,0.0005063291
train,3796,egc,0.95238096,0.8695652,0.7692308,0.0,0.00016877637,0.00033755274,0.0005063291
train,3797,tg,0.775,0.75609756,0.42,0.0,0.0,0.0,0.0
train,3798,tg,0.974359,0.775,0.4385965,0.0,0.00033755274,0.00033755274,0.00033755274
train,3799,tg,0.5121951,0.41860464,0.41025642,0.0,0.0,0.0,0.0
train,3800,tg,0.4074074,0.34246576,0.33333334,0.0,0.0,0.0,0.0
train,3801,tg,0.55263156,0.4318182,0.40677965,0.0,0.0,0.0,0.0
train,3802,tg,0.87931037,0.6,0.47692308,0.0,0.0,0.0,0.00016880487
train,3803,tg,0.87931037,0.6268657,0.56,0.0,0.0,0.0,0.00016877637
train,3804,tg,0.87931037,0.7846154,0.6268657,0.0,0.0,0.0,0.00016877637
train,3805,tg,0.84615386,0.82258064,0.5915493,0.0,0.0,0.0,0.0
train,3806,tg,0.84615386,0.77272725,0.56,0.0,0.0,0.0,0.0
train,3807,tg,0.87931037,0.77272725,0.5074627,0.0,0.0,0.0,0.00016880487
train,3808,egc,0.7,0.55263156,0.53571427,0.0,0.0,0.0,0.0
train,3809,egc,1.0,0.75609756,0.45614034,1.0,0.00033755274,0.00033755274,0.00033755274
train,3810,egc,1.0,0.75609756,0.45614034,1.0,0.00033755274,0.00033755274,0.00033755274
train,3811,egc,0.7,0.5277778,0.44680852,0.0,0.0,0.0,0.0
train,3812,egc,0.73333335,0.5882353,0.5882353,0.0,0.0,0.0,0.0
train,3813,egc,0.73333335,0.51282054,0.4642857,0.0,0.0,0.0,0.0
train,3814,egc,0.5897436,0.5555556,0.5405405,0.0,0.0,0.0,0.0
train,3815,egc,0.5185185,0.5185185,0.5,0.0,0.0,0.0,0.0
train,3816,egb,0.42857143,0.42857143,0.42424244,0.0,0.0,0.0,0.0
train,3817,ei,0.42857143,0.42857143,0.42424244,0.0,0.0,0.0,0.0
train,3818,eps,0.42857143,0.42857143,0.42424244,0.0,0.0,0.0,0.0
train,3819,nc,0.42857143,0.42857143,0.42424244,0.0,0.0,0.0,0.0
train,3820,eea,0.45,0.45,0.42857143,0.0,0.0,0.0,0.0
train,3821,egb,0.45,0.45,0.42857143,0.0,0.0,0.0,0.0
train,3822,eea,0.45,0.36363637,0.36363637,0.0,0.0,0.0,0.0
train,3823,egc,0.45,0.36363637,0.36363637,0.0,0.0,0.0,0.0
train,3824,ei,0.45,0.36363637,0.36363637,0.0,0.0,0.0,0.0
train,3825,nc,0.45,0.36363637,0.36363637,0.0,0.0,0.0,0.0
train,3826,egb,1.0,0.47368422,0.42857143,1.0,0.00016877637,0.00016877637,0.00016877637
train,3827,ei,1.0,0.47368422,0.42857143,1.0,0.00016877637,0.00016877637,0.00016877637
train,3828,eps,1.0,0.47368422,0.42857143,1.0,0.00016877637,0.00016877637,0.00016877637
train,3829,nc,1.0,0.47368422,0.42857143,1.0,0.00016877637,0.00016877637,0.00016877637
train,3830,egb,0.52,0.52,0.52,0.0,0.0,0.0,0.0
train,3831,eps,0.52,0.52,0.52,0.0,0.0,0.0,0.0
train,3832,nc,0.52,0.52,0.52,0.0,0.0,0.0,0.0
train,3833,egc,0.4,0.4,0.3488372,0.0,0.0,0.0,0.0
train,3834,egc,0.5833333,0.44444445,0.4074074,0.0,0.0,0.0,0.0
train,3835,egc,0.6,0.5,0.5,0.0,0.0,0.0,0.0
train,3836,egc,1.0,0.6216216,0.54761904,1.0,0.00016877637,0.00016877637,0.00016877637
train,3837,egc,0.5833333,0.44444445,0.35714287,0.0,0.0,0.0,0.0
train,3838,egc,0.6,0.5833333,0.44827586,0.0,0.0,0.0,0.0
train,3839,egc,0.51785713,0.50769234,0.50769234,0.0,0.0,0.0,0.0
train,3840,egc,0.6,0.44827586,0.44444445,0.0,0.0,0.0,0.0
train,3841,egc,0.56,0.44444445,0.34146342,0.0,0.0,0.0,0.0
train,3842,tg,1.0,0.6216216,0.53488374,1.0,0.00016877637,0.00016877637,0.00016877637
train,3843,tg,1.0,0.41935483,0.37288135,1.0,0.00033755274,0.00033755274,0.00033755274
train,3844,tg,1.0,0.41935483,0.37288135,1.0,0.00033760973,0.00033760973,0.00033760973
train,3845,tg,1.0,0.41935483,0.37288135,1.0,0.00033755274,0.00033755274,0.00033755274
train,3846,tg,0.56666666,0.51724136,0.4516129,0.0,0.0,0.0,0.0
train,3847,tg,0.4262295,0.4107143,0.37288135,0.0,0.0,0.0,0.0
